Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,Release
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,2.299651568,0.065783211
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,4.599303136,0.109708498
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,5.853658537,0.142609623
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,7.944250871,0.18651587
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,14.00696864,0.383789341
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,20.06968641,0.646636583
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,27.17770035,0.740180118
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,36.58536585,0.757430361
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,43.69337979,0.779935645
67,LDC-PLGA,1,12000,0,68.5,13.78,0.025,0.0278,740.7407407,0,234.343,32.34,3,2.58374,49.75609756,0.780487805
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,0.172413793,0.009009009
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,0.517241379,0.040488765
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,1.034482759,0.062933623
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,2.24137931,0.076265921
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,4.482758621,0.102956405
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,8.965517241,0.120301336
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,14.65517241,0.205032619
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,20.17241379,0.28978979
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,28.27586207,0.347131614
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,36.37931034,0.39546443
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,43.27586207,0.471005488
68,LDC-PLGA,1,48000,0,68.5,13.78,0.2,0.0124,1621.621622,0,234.343,32.34,3,2.58374,50.51724138,0.510458735
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,0.632052873,0.151432942
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,2.323876591,0.216947098
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,4.542122428,0.247063407
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,7.962134549,0.272028053
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,13.9484545,0.311928194
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,19.74602442,0.402349274
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,27.94193195,0.497618979
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,36.115328,0.658547144
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,42.94669399,0.733729689
69,LDC-PLGA,1,48000,0,68.5,13.78,0.1,0.0069,1538.461538,0,234.343,32.34,3,2.58374,49.63952784,0.712964299
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,0.344827586,0.013487626
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,0.344827586,0.058532671
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,0.344827586,0.10808222
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,0.862068966,0.148545097
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,1.551724138,0.184477581
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,3.103448276,0.211271616
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,4.827586207,0.260562286
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,8.103448276,0.300610956
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,14.13793103,0.443849021
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,19.82758621,0.5240758
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,28.10344828,0.635445791
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,36.20689655,0.710805633
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,42.06896552,0.759474992
70,LDC-PLGA,1,48000,0,68.5,13.78,0.05,0.0177,1363.636364,0,234.343,32.34,3,2.58374,49.82758621,0.798850575
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,0.161043609,0.025209963
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,0.644174435,0.116078386
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,1.641605818,0.206903518
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,3.840803486,0.292576986
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,8.261710295,0.398265462
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,14.05062195,0.513939796
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,19.83953361,0.62961413
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,27.35663367,0.704738954
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,36.07550001,0.774712113
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,43.24973304,0.849865797
71,LDC-PLGA,1,48000,0,68.5,13.78,0.025,0.0087,1395.348837,0,234.343,32.34,3,2.58374,49.75381685,0.879621345
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,0.004758956,0.005153502
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,0.043657662,0.2036874
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,0.474661834,0.280680806
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,0.995543845,0.352439361
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,1.492725983,0.416481897
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,2.004239222,0.506300081
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,2.492079705,0.593559817
72,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.182,15.67398119,0,206.285,37.3,2,3.0732,3.008270551,0.673058793
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,0.004786073,0.010311072
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,0.034329566,0.229483384
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,0.508137228,0.347700742
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,0.991123846,0.411755481
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,1.521455979,0.480927115
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,2.013919834,0.547552504
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,2.506437923,0.624493033
73,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.17,23.5386426,0,206.285,37.3,2,3.0732,3.022655886,0.709149579
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,0.007659633,0.014536129
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,0.023597165,0.101789538
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,0.492758269,0.170311767
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,1.007499342,0.264233292
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,1.514683825,0.358163978
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,2.014483461,0.470285433
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,2.529568015,0.600570179
74,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,34.36426117,0,206.285,37.3,2,3.0732,3.036992936,0.719955118
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,0.015319266,0.025435935
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,0.031600279,0.149052564
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,0.107647039,0.199869477
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,0.501413998,0.286664911
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,1.008735874,0.395140885
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,1.508501162,0.503626018
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,2.015823038,0.612101991
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,2.538189396,0.713287002
75,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.162,35.35651149,0,206.285,37.3,2,3.0732,3.037748595,0.799954202
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,0.009504354,0.00772822
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,0.053067109,0.193364126
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,0.493277353,0.221352484
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,1.004478752,0.251858614
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,1.51096187,0.284947597
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,1.989094623,0.32579734
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,2.505014304,0.353720618
76,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.139,21.10446711,0,206.285,37.3,2,3.0732,2.992637854,0.399719796
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,0.009517913,0.010307005
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,0.015700489,0.286232922
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,0.418056014,0.31425382
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,0.991205196,0.42722819
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,1.498095062,0.537680721
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,2.000266646,0.650716103
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,2.492933876,0.756023266
77,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.2,34.58213256,0,206.285,37.3,2,3.0732,3.009328097,0.874204016
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,0.000103044,0.014545288
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,0.03874469,0.105407541
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,0.484755155,0.12304874
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,0.998671872,0.129698538
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,1.489953172,0.140012136
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,2.003938586,0.153934578
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,2.510504803,0.182411468
78,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.19,66.15214994,0,206.285,37.3,2,3.0732,3.016967976,0.199979391
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,0.015216221,0.014526969
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,0.061414456,0.105380062
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,0.530094686,0.122993783
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,1.02147903,0.144216347
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,1.528216989,0.190874847
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,2.012250833,0.233924503
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,2.518954443,0.27694668
79,IBP-PLGA,1,46000,0,76.25,4.85,0.214285714,0.175,40.92769441,0,206.285,37.3,2,3.0732,2.987806414,0.312742011
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,0.260639,0.066493
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,1.05983,0.402908
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,2.08982,0.569291
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,3.11353,0.685878
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,4.13201,0.760969
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,5.08481,0.815287
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,6.09753,0.844733
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,7.17071,0.853456
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,8.11722,0.85798
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,9.13099,0.895725
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,10.1401,0.896123
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,11.0871,0.904796
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,12.1629,0.934267
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,13.1078,0.926342
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,14.1179,0.93504
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,15.1911,0.943763
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,16.1381,0.952436
80,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.347,76.72634271,0,130.078,65.72,5,-0.7977,17.338,0.965358
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,0.194432,0.490448
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,2.07988,0.594587
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,3.10202,0.648905
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,4.05482,0.674226
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,5.13008,0.703672
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,6.14281,0.720644
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,7.09089,0.729342
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,8.101,0.771237
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,9.11529,0.77991
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,10.0623,0.796907
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,11.0735,0.830527
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,12.1498,0.830901
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,13.0958,0.856198
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,14.108,0.869095
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,15.2448,0.881918
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,16.1923,0.928012
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,17.3333,0.969806
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,18.0953,1.00345
81,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.319,92.16589862,0,130.078,65.72,5,-0.7977,19.2347,1.00345
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,0.325275,0.0789667
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,1.04256,0.265972
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,7.07676,0.608606
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,8.08844,0.629752
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,9.03966,0.671622
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,10.1139,0.688644
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,12.0757,0.743361
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,16.1214,0.819649
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,17.2603,0.849145
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,18.1474,0.88269
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,19.2258,0.932909
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,20.1139,0.974754
82,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.268,117.8781925,0,130.078,65.72,5,-0.7977,21.1267,1.0042
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,0.196002,0.0540194
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,0.332602,0.137061
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,1.10928,0.295044
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,2.0736,0.440653
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,3.1541,0.50747
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,4.10637,0.557639
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,4.99191,0.578736
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,6.06927,0.620656
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,7.07885,0.625204
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,8.09053,0.646351
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,9.04333,0.700669
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,10.1175,0.717691
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,11.0683,0.755411
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,12.0784,0.764109
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,13.09,0.785256
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,14.1653,0.810577
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,15.1759,0.823425
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,16.062,0.848671
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,17.265,0.886491
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,18.0874,0.907563
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,19.1664,0.961931
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,20.0545,1.00378
83,5-FU-PLGA,1,104000,0,282.5,7.76,0.8,0.24,152.6717557,0,130.078,65.72,5,-0.7977,21.0646,1.01247
84,5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,0.128346,0.0290964
84,5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,0.261686,0.0747922
84,5-FU-PLGA,1,104000,0,282.5,8.02,0.8,0.176,210.5263158,0,130.078,65.72,5,-0.7977,0.391482,0.103889
